Holding_Ticker,Shares_Change,Change_Pct,Price,Price_Change_Pct,VWAP,Volume,Volume_Change_Pct,Shares_T0,Shares_T1
XTSLA,52510853.0,0.9355%,0.0,0.00%,0.0,0.0,0.00%,5665377736.0,5612866883.0
-,13706879.739999771,0.2933%,0.0,0.00%,0.0,0.0,0.00%,4687646507.5,4673939627.76
3800,6675000.0,1.1759%,0.0,0.00%,0.0,0.0,0.00%,574333181.0,567658181.0
EFOR,5469902.0,1600.7533%,18.97,0.00%,19.1672,2569039.119638,0.00%,5811610.0,341708.0
20,1794000.0,0.6536%,0.0,0.00%,0.0,0.0,0.00%,276275064.0,274481064.0
968,1454000.0,1.1383%,0.0,0.00%,0.0,0.0,0.00%,129185905.0,127731905.0
3868,1102000.0,1.0276%,0.0,0.00%,0.0,0.0,0.00%,108341169.0,107239169.0
9660,568328.0,0.6342%,0.0,0.00%,0.0,0.0,0.00%,90185371.0,89617043.0
3576,543000.0,1.0898%,0.0,0.00%,0.0,0.0,0.00%,50369161.0,49826161.0
RIG,237681.0,0.4293%,6.11,0.83%,6.0943,33067485.205672,28.51%,55601106.0,55363425.0
6244,219000.0,1.0300%,0.0,0.00%,0.0,0.0,0.00%,21481132.0,21262132.0
CLF,214635.0,0.3311%,9.76,7.37%,9.6081,19400666.845476,10.48%,65030657.0,64816022.0
1357,210000.0,0.6428%,0.0,0.00%,0.0,0.0,0.00%,32877473.0,32667473.0
6865,210000.0,1.1144%,0.0,0.00%,0.0,0.0,0.00%,19054421.0,18844421.0
2406,184000.0,1.1375%,0.0,0.00%,0.0,0.0,0.00%,16359446.0,16175446.0
URG,182528.0,0.4040%,1.7,-1.73%,1.6982,5979317.730404,-31.89%,45363418.0,45180890.0
268,176000.0,0.6403%,0.0,0.00%,0.0,0.0,0.00%,27664686.0,27488686.0
000725,157600.0,0.5483%,0.0,0.00%,0.0,0.0,0.00%,28903461.0,28745861.0
SGAFT,151000.0,0.0859%,0.0,0.00%,0.0,0.0,0.00%,175839100.0,175688100.0
AED,150722.12999999998,123.8460%,0.0,0.00%,0.0,0.0,0.00%,272423.354,121701.22400000002
PTEN,142401.0,0.2647%,11.33,1.71%,11.352,7999462.862455,-56.51%,53930079.0,53787678.0
3690,141700.0,0.6025%,0.0,0.00%,0.0,0.0,0.00%,23659307.0,23517607.0
1024,136400.0,0.6320%,0.0,0.00%,0.0,0.0,0.00%,21718226.0,21581826.0
UEC,131440.0,0.1682%,14.05,-6.02%,14.3131,8498976.940218,-21.43%,78288668.0,78157228.0
KOS,128151.0,0.3568%,2.81,-2.09%,2.7844,12613977.508637,-13.48%,36049184.0,35921033.0
HL,119420.0,0.1289%,18.8,2.01%,18.7234,9767269.123839,-22.59%,92791713.0,92672293.0
VLY,104374.0,0.1673%,13.37,-2.90%,13.4746,7404408.299169,-63.48%,62493548.0,62389174.0
BANC,103101.0,0.4556%,18.75,-0.79%,18.8581,4741475.951116,-1.30%,22733793.0,22630692.0
ACHR,100580.0,0.1707%,5.7,-1.21%,5.7058,21023722.154085,-26.38%,59033248.0,58932668.0
CDE,98811.0,0.1483%,19.31,2.39%,19.1933,11438510.042623,-27.85%,66722916.0,66624105.0
FNB,96831.0,0.2640%,17.52,-1.74%,17.5778,5066152.711481,35.56%,36774514.0,36677683.0
000100,90000.0,0.6348%,0.0,0.00%,0.0,0.0,0.00%,14267334.0,14177334.0
EBC,86189.0,0.7868%,19.9,-2.97%,19.7948,7319581.698211,251.56%,11041220.0,10955031.0
RUN,83150.0,0.2297%,12.74,-1.70%,12.7052,6011963.573625,-23.32%,36277571.0,36194421.0
CRGY,81296.0,0.2095%,12.73,0.24%,12.6693,6299425.842157,16.04%,38894901.0,38813605.0
USAR,81038.0,0.5169%,21.86,-5.33%,22.2533,15244407.647106,-22.74%,15758675.0,15677637.0
ONB,80190.0,0.2273%,23.36,-2.63%,23.4627,3423408.941086,4.94%,35360023.0,35279833.0
9888,77862.0,0.5349%,0.0,0.00%,0.0,0.0,0.00%,14634960.0,14557098.0
FHN,75353.0,0.1450%,24.21,-2.02%,24.2754,3837571.096196,24.75%,52040824.0,51965471.0
FLG,74160.0,0.2160%,14.03,-2.23%,14.1379,13816326.843175,171.40%,34411177.0,34337017.0
ABAT,73696.0,0.5529%,3.28,-1.06%,3.2789,2190945.678923,-53.82%,13402287.0,13328591.0
IE,69584.0,0.4558%,13.64,0.44%,13.6899,1472548.520298,-33.79%,15336905.0,15267321.0
ASB,68871.0,0.3439%,27.35,-2.01%,27.4464,2961083.678063,34.07%,20095249.0,20026378.0
BTU,66694.0,0.2962%,26.6,-2.78%,26.8498,1986422.024125,-3.42%,22580536.0,22513842.0
FHB,66008.0,0.4513%,26.41,-2.04%,26.6544,3112938.294679,15.07%,14693754.0,14627746.0
COLB,63875.0,0.2859%,29.22,-1.45%,29.1789,3183325.581704,3.82%,22405306.0,22341431.0
HLX,62509.0,0.2851%,9.89,1.96%,9.7578,4285727.586077,-30.36%,21986014.0,21923505.0
SHLS,62160.0,0.4221%,7.93,1.93%,7.8057,3046336.228448,-66.07%,14787908.0,14725748.0
ENRG,61772.0,1.1004%,0.0,0.00%,0.0,0.0,0.00%,5675303.0,5613531.0
NOV,61361.0,0.1921%,20.5,1.38%,20.4616,6670440.352028,84.22%,32006819.0,31945458.0
3888,61052.0,0.6294%,0.0,0.00%,0.0,0.0,0.00%,9761474.0,9700422.0
BURG,60410.0,1.8810%,0.0,0.00%,0.0,0.0,0.00%,3271942.0,3211532.0
ARRY,60329.0,0.4479%,8.11,0.00%,8.0999,3378480.671894,-50.06%,13530705.0,13470376.0
SFNC,59159.0,0.2922%,21.02,-1.73%,21.0759,859937.058552,-21.99%,20305086.0,20245927.0
CVBF,59116.0,0.2569%,20.06,-0.74%,20.0422,2026487.081654,-9.17%,23073927.0,23014811.0
696,58000.0,0.6419%,0.0,0.00%,0.0,0.0,0.00%,9094226.0,9036226.0
688538,57800.0,0.6546%,0.0,0.00%,0.0,0.0,0.00%,8887985.0,8830185.0
1888,57500.0,0.6302%,0.0,0.00%,0.0,0.0,0.00%,9182091.0,9124591.0
HOMB,56470.0,0.2849%,26.46,-1.34%,26.5042,2198742.384719,-6.65%,19876701.0,19820231.0
AUB,56300.0,0.2805%,37.4,-1.35%,37.5149,1144605.665598,-19.74%,20127359.0,20071059.0
LBRT,54916.0,0.2301%,32.74,1.30%,32.6342,3913500.04903,-50.04%,23920975.0,23866059.0
UAMY,54032.0,0.3114%,9.74,-3.75%,9.9026,11111879.419009,-1.96%,17405659.0,17351627.0
FIBK,53586.0,0.4236%,34.85,-0.03%,34.8475,1278782.474984,26.84%,12702943.0,12649357.0
9698,51928.0,0.6140%,0.0,0.00%,0.0,0.0,0.00%,8509579.0,8457651.0
VG,51213.0,0.3686%,11.9,-8.11%,12.0864,24221400.358786,3.33%,13946868.0,13895655.0
RES,50652.0,0.3121%,8.0,3.90%,7.9037,2771474.991392,-30.75%,16281602.0,16230950.0
LYFT,49539.0,0.1195%,14.24,1.50%,14.1018,10424807.669094,5.75%,41494799.0,41445260.0
JBLU,46690.0,0.1194%,5.27,0.38%,5.2968,22885433.360676,1.94%,39157636.0,39110946.0
LLOY,46544.0,0.0996%,0.0,0.00%,0.0,0.0,0.00%,46792224.0,46745680.0
SM,46241.0,0.1425%,28.78,-1.74%,28.7385,3139017.549818,-22.57%,32491829.0,32445588.0
PUMP,45560.0,0.5981%,17.0,1.01%,16.9607,2138136.638386,-26.69%,7663075.0,7617515.0
FFBC,45334.0,0.3147%,30.58,2.41%,30.5027,1513847.486684,33.50%,14450417.0,14405083.0
DC,45139.0,0.5521%,5.7,-0.70%,5.7123,901927.597874,-27.76%,8221740.0,8176601.0
AAL,44919.0,0.0927%,12.1,2.72%,12.0757,42131874.632694,-42.49%,48490742.0,48445823.0
HOPE,44798.0,0.2675%,12.43,-1.04%,12.4369,911490.153171,-0.06%,16790113.0,16745315.0
900926,44600.0,0.6466%,0.0,0.00%,0.0,0.0,0.00%,6942343.0,6897743.0
1347,44000.0,0.6455%,0.0,0.00%,0.0,0.0,0.00%,6860038.0,6816038.0
BDMS-R,43400.0,0.8009%,0.0,0.00%,0.0,0.0,0.00%,5462445.0,5419045.0
SXC,43142.0,0.5481%,6.51,2.20%,6.4732,1166109.091695,51.82%,7913849.0,7870707.0
200725,43100.0,0.6432%,0.0,0.00%,0.0,0.0,0.00%,6743599.0,6700499.0
NWBI,42645.0,0.2157%,13.28,-1.04%,13.304,718379.918979,24.57%,19809055.0,19766410.0
TALO,42617.0,0.2166%,14.9,-2.17%,14.8909,888297.489502,-45.80%,19720675.0,19678058.0
JOBY,42314.0,0.1885%,8.5,0.12%,8.4794,23960123.534227,2.02%,22486952.0,22444638.0
HYMC,42016.0,0.6758%,38.04,0.48%,38.0464,1409063.442333,-40.34%,6259227.0,6217211.0
PFS,41275.0,0.2342%,22.36,-1.71%,22.3975,778414.467354,-8.54%,17662679.0,17621404.0
2382,41100.0,0.5537%,0.0,0.00%,0.0,0.0,0.00%,7464169.0,7423069.0
RITM,40965.0,0.0627%,10.13,0.10%,10.1339,4099605.404166,3.61%,65413911.0,65372946.0
NE,40372.0,0.2198%,49.54,1.23%,49.4732,1076037.259223,-19.64%,18404652.0,18364280.0
CFFN,40209.0,0.2296%,7.69,-0.77%,7.69,873445.87049,-1.64%,17554575.0,17514366.0
SBCF,39522.0,0.3026%,31.25,-2.40%,31.2734,1564658.638286,88.54%,13101481.0,13061959.0
FFIN,39146.0,0.2653%,31.96,-1.39%,32.0253,562035.244938,10.54%,14794520.0,14755374.0
ENPH,38726.0,0.2207%,35.77,-1.08%,35.7718,5217590.709062,-31.61%,17589514.0,17550788.0
MGY,38305.0,0.1483%,29.24,-1.28%,29.2586,1797970.921922,10.13%,25871165.0,25832860.0
GO,38239.0,0.2640%,7.81,-0.38%,7.7688,2662960.132603,33.03%,14523876.0,14485637.0
GBCI,38117.0,0.2919%,48.72,-1.32%,48.6712,1219839.906925,25.04%,13095477.0,13057360.0
RNW,37776.0,0.6572%,5.2,0.39%,5.1702,333173.755599,-55.99%,5785897.0,5748121.0
OII,37497.0,0.2390%,37.35,-1.74%,37.6245,1513589.240672,-30.78%,15726506.0,15689009.0
BBT,37481.0,0.3111%,31.28,-1.39%,31.284,665439.153075,85.85%,12083498.0,12046017.0
TTI,37252.0,0.5570%,9.69,1.68%,9.6729,2871298.154376,155.67%,6725742.0,6688490.0
HP,37226.0,0.2521%,38.36,2.08%,38.3579,1325198.114601,44.08%,14802111.0,14764885.0
688469,36470.0,0.6536%,0.0,0.00%,0.0,0.0,0.00%,5616231.0,5579761.0
EVGO,36005.0,0.3117%,2.27,4.13%,2.2325,2897994.916411,-6.27%,11587387.0,11551382.0
OZK,35754.0,0.2691%,47.47,-2.14%,47.6948,1119537.683323,19.17%,13323994.0,13288240.0
FTI,35693.0,0.0949%,74.76,3.20%,74.1393,3496030.083335,-25.59%,37640521.0,37604828.0
TDUP,35251.0,0.7672%,4.21,0.48%,4.2749,1533073.339656,4.83%,4630132.0,4594881.0
WTTR,35247.0,0.4758%,16.74,-0.18%,16.7278,5304790.583008,107.25%,7442733.0,7407486.0
MPT,34950.0,0.0660%,5.14,-1.34%,5.1472,4309643.600413,-1.59%,52976497.0,52941547.0
9432,34376.0,0.3195%,0.0,0.00%,0.0,0.0,0.00%,10794437.0,10760061.0
NWL,34093.0,0.0765%,4.23,2.17%,4.2043,4833137.777175,16.85%,44618513.0,44584420.0
MP,34051.0,0.2038%,60.73,-4.09%,61.608,5373633.083616,-20.33%,16738866.0,16704815.0
SABR,33961.0,0.0698%,1.82,4.00%,1.7925,2317641.787256,-28.07%,48719528.0,48685567.0
CBSH,33946.0,0.2742%,50.56,-1.96%,50.6851,1027594.538876,-22.89%,12411823.0,12377877.0
SFIX,33446.0,0.6161%,3.85,1.58%,3.8319,1300762.732197,-16.53%,5462235.0,5428789.0
3396,33400.0,0.6459%,0.0,0.00%,0.0,0.0,0.00%,5204864.0,5171464.0
AA,33179.0,0.1362%,66.01,0.98%,65.8677,2426696.32222,-31.70%,24390670.0,24357491.0
PR,33089.0,0.0601%,20.5,-1.73%,20.5526,9564572.995025,-20.55%,55123595.0,55090506.0
ZION,32727.0,0.2509%,61.34,-2.06%,61.4471,1467539.136087,-3.04%,13076721.0,13043994.0
DORL,32592.0,1.1902%,0.0,0.00%,0.0,0.0,0.00%,2771038.0,2738446.0
