Holding_Ticker,Shares_Change,Change_Pct,Price,Price_Change_Pct,VWAP,Volume,Volume_Change_Pct,Shares_T0,Shares_T1
CCL,24427456.479999997,49.8572%,27.0,-1.89%,27.3074,26335112.274106,-48.16%,73422262.0,48994805.52
DVN,15469380.010000005,21.2705%,45.31,-2.77%,45.1253,26624593.884846,-35.14%,88196439.31,72727059.3
CVNA,10738880.64,127.1704%,80.004,-79.45%,79.3576,9935234.30516,283.90%,19183359.02,8444478.379999999
NVDA,3544944.6700000763,0.2625%,211.5,1.77%,211.5569,168307873.522931,-10.65%,1354052888.5,1350507943.83
SBS,3310251.0,402.8030%,6.37,-3.95%,6.452,5048137.238425,-49.51%,4132055.0,821804.0
1816 HK,2499000.0,0.4893%,0.0,0.00%,0.0,0.0,0.00%,513211000.0,510712000.0
MSFUT,2403307.0,2.0314%,0.0,0.00%,0.0,0.0,0.00%,120712433.0,118309126.0
AAPL,2143370.9300000668,0.2757%,287.44,-0.02%,288.7495,45224300.521764,-22.46%,779600021.44,777456650.51
1164 HK,1863200.0,0.4165%,0.0,0.00%,0.0,0.0,0.00%,449253700.0,447390500.0
2477,1334400.0,100.0000%,0.0,0.00%,0.0,0.0,0.00%,1334400.0,0.0
MSFT,1232312.8100000024,0.3079%,420.77,1.65%,422.6818,34942445.178621,15.38%,401482128.77,400249815.96
VEEV,1213487.9000000004,13.9078%,168.25,0.54%,169.259,4101742.757153,-88.56%,9938702.25,8725214.35
AMZN,876604.1800000072,0.1767%,271.17,-1.39%,272.536,35892879.99976,-19.44%,497108465.17,496231860.99
CSCO,851332.5200000405,0.2572%,92.16,0.57%,92.1172,17062273.445797,-36.87%,331908284.16,331056951.64
AGE AU,810765.0,0.3068%,0.0,0.00%,0.0,0.0,0.00%,265051951.0,264241186.0
CNH,808044.0,1.2735%,10.84,0.18%,10.8889,18322495.280642,17.52%,64259424.0,63451380.0
GOOGL,778453.9499999881,0.2642%,397.99,-0.01%,396.7549,24433490.335438,-22.58%,295440097.99,294661644.04
GOOG,769716.1600000262,0.3156%,395.3,0.04%,394.1744,15153626.608104,-34.39%,244658322.3,243888606.14
20,769000.0,0.2783%,0.0,0.00%,0.0,0.0,0.00%,277044064.0,276275064.0
KDCREIT SP,744000.0,1.9878%,0.0,0.00%,0.0,0.0,0.00%,38172768.0,37428768.0
INTC,723387.6100000143,0.1629%,109.62,-3.00%,111.1434,122699875.288571,-21.99%,444684704.62,443961317.01
VZ,694034.650000006,0.2978%,47.09,-0.74%,47.2686,18839581.29477,-2.57%,233721470.09,233027435.44
AVGO,669598.1200000048,0.2458%,412.56,-3.03%,415.3434,22791741.333754,10.07%,273093314.56,272423716.44
KO,662539.2000000179,0.3222%,78.43,-1.01%,78.6236,16531418.981069,17.58%,206273229.43,205610690.23
BNP,654996.0,16.2084%,0.0,0.00%,0.0,0.0,0.00%,4696085.0,4041089.0
HPE,646441.3299999982,0.7260%,29.7,-2.21%,29.6504,15708626.05962,22.04%,89688840.7,89042399.37
LTR AU,624813.0,0.5066%,0.0,0.00%,0.0,0.0,0.00%,123962852.0,123338039.0
SOSI SS,620549.0,12.0129%,0.0,0.00%,0.0,0.0,0.00%,5786218.0,5165669.0
WMT,619228.1200000048,0.1925%,130.2,0.09%,129.9188,14935414.820057,-8.75%,322293750.2,321674522.08
PFE,609974.9500000477,0.2078%,26.48,-0.19%,26.3886,48345971.211233,19.80%,294111117.48,293501142.53
NI,609789.5100000054,1.4175%,47.02,-1.03%,47.0841,6155398.675688,-49.53%,43627345.02,43017555.51
788 HK,600000.0,1.9751%,0.0,0.00%,0.0,0.0,0.00%,30978250.0,30378250.0
CLF,551966.0,0.8495%,10.65,-4.48%,10.7688,16028843.274605,-13.55%,65529455.0,64977489.0
URG,528553.0,1.1707%,1.82,-1.62%,1.835,6949034.0197,-19.37%,45676764.0,45148211.0
GILD,510677.76000000536,0.4840%,134.06,-1.64%,134.2897,8901045.972637,40.15%,106016472.06,105505794.3
UEC,507707.0,0.6463%,15.59,-1.14%,15.7033,9841339.034621,-10.76%,79069560.0,78561853.0
PG,485602.1599999964,0.4071%,146.06,-1.24%,146.4453,9545761.972401,1.56%,119756494.06,119270891.9
PLTR,471098.26000002027,0.2487%,137.05,2.44%,137.8683,50184874.681749,-9.62%,189871787.05,189400688.79
WBD,468527.9200000167,0.2201%,27.12,-0.29%,27.1445,18148953.113417,-16.85%,213352142.12,212883614.2
CRM,465559.15000000596,0.8112%,186.34,2.84%,186.4853,13955115.768692,23.46%,57860446.34,57394887.19
JNJ,464688.8899999857,0.3397%,222.51,-0.94%,222.1995,7269708.61212,-8.93%,137247298.51,136782609.62
TSCO,456621.2100000009,1.2326%,31.74,-2.43%,31.7002,14934320.759371,-11.67%,37502839.74,37046218.53
