Holding_Ticker,Shares_Change,Change_Pct,Price,Price_Change_Pct,VWAP,Volume,Volume_Change_Pct,Shares_T0,Shares_T1
AGPXX,102001490.32999998,26.6605%,0.0,0.00%,0.0,0.0,0.00%,484595013.62,382593523.29
3800,16688000.0,2.8395%,0.0,0.00%,0.0,0.0,0.00%,604400563.0,587712563.0
NCC LN,5300436.0,100.0000%,0.0,0.00%,0.0,0.0,0.00%,5300436.0,0.0
TD,5293069.0,125.5457%,107.46,-0.22%,107.4369,1010203.627625,7.77%,9509117.0,4216048.0
20,4613000.0,1.6651%,0.0,0.00%,0.0,0.0,0.00%,281657064.0,277044064.0
968,3690000.0,2.7936%,0.0,0.00%,0.0,0.0,0.00%,135776705.0,132086705.0
3868,2984000.0,2.6978%,0.0,0.00%,0.0,0.0,0.00%,113591021.0,110607021.0
NTSK,2669060.0,160.6307%,11.62,1.93%,11.5492,8091067.197239,75.83%,4330673.0,1661613.0
CVNA,2658151.0,13.8565%,77.94,-2.58%,78.478,6955043.008614,-30.00%,21841510.02,19183359.02
JPM,1579459.0,0.8338%,302.1,-1.36%,302.8148,9464267.934866,13.21%,191010438.27,189430979.27
9660,1454400.0,1.6073%,0.0,0.00%,0.0,0.0,0.00%,91938995.0,90484595.0
BMO,1379000.0,105.0087%,152.9,0.28%,152.7126,1795506.074503,62.39%,2692225.0,1313225.0
CANG,1191097.0,119.5558%,0.6909,25.62%,0.6399,3940977.045141,517.27%,2187366.0,996269.0
AGE AU,1169010.0,0.4410%,0.0,0.00%,0.0,0.0,0.00%,266220961.0,265051951.0
AGNT,1123398.0,84.7172%,6.6,0.00%,6.7389,1327002.887662,0.00%,2449455.0,1326057.0
1164 HK,768800.0,0.1711%,0.0,0.00%,0.0,0.0,0.00%,450022500.0,449253700.0
3576,738000.0,1.4320%,0.0,0.00%,0.0,0.0,0.00%,52273161.0,51535161.0
SAIL,585135.0,11.0154%,12.23,0.33%,12.1176,3478518.267645,7.43%,5897097.0,5311962.0
UBS,554000.0,6.6635%,45.23,1.85%,45.1032,1946000.429163,-12.55%,8868000.0,8314000.0
6865,543000.0,2.7881%,0.0,0.00%,0.0,0.0,0.00%,20018323.0,19475323.0
1357,539500.0,1.6365%,0.0,0.00%,0.0,0.0,0.00%,33506973.0,32967473.0
GRRR,515645.0,163.6303%,15.1,-1.63%,15.0138,1476258.323806,4.36%,830773.0,315128.0
2406,476000.0,2.8434%,0.0,0.00%,0.0,0.0,0.00%,17216446.0,16740446.0
268,452000.0,1.6294%,0.0,0.00%,0.0,0.0,0.00%,28191686.0,27739686.0
000725,405400.0,1.3993%,0.0,0.00%,0.0,0.0,0.00%,29376461.0,28971061.0
CVLT,398599.0,9.2236%,105.09,1.65%,104.9257,1012321.799969,6.75%,4720096.0,4321497.0
CRCL,398230.0,18.5504%,113.67,0.37%,112.8608,16763713.681772,-21.94%,2544976.0,2146746.0
ASN AU,382416.0,0.5159%,0.0,0.00%,0.0,0.0,0.00%,74501427.0,74119011.0
3690,364300.0,1.5357%,0.0,0.00%,0.0,0.0,0.00%,24086607.0,23722307.0
1024,350900.0,1.6114%,0.0,0.00%,0.0,0.0,0.00%,22127626.0,21776726.0
6244,296000.0,1.3496%,0.0,0.00%,0.0,0.0,0.00%,22228132.0,21932132.0
DYL AU,262694.0,0.2399%,0.0,0.00%,0.0,0.0,0.00%,109753912.0,109491218.0
DML CN,258850.0,0.4411%,0.0,0.00%,0.0,0.0,0.00%,58946693.0,58687843.0
SOSI SS,255699.0,4.4191%,0.0,0.00%,0.0,0.0,0.00%,6041917.0,5786218.0
AEE AU,244218.0,0.4973%,0.0,0.00%,0.0,0.0,0.00%,49350934.0,49106716.0
GEMI,232456.0,521.7516%,5.0,5.26%,4.8639,1985167.8615,22.94%,277009.0,44553.0
000100,231500.0,1.6182%,0.0,0.00%,0.0,0.0,0.00%,14537434.0,14305934.0
ETOR,218716.0,1602.1976%,38.38,0.37%,38.1425,1073411.778111,27.92%,232367.0,13651.0
SOCGEN,213000.0,1.4077%,0.0,0.00%,0.0,0.0,0.00%,15344000.0,15131000.0
BLSH,203995.0,26.3892%,43.66,5.97%,42.7461,1527478.300715,87.33%,977019.0,773024.0
SES,199814.0,2.3548%,0.9292,0.89%,0.9174,7825177.844557,-29.36%,8685191.0,8485377.0
9888,199250.0,1.3770%,0.0,0.00%,0.0,0.0,0.00%,14669146.0,14469896.0
SHLS,194315.0,1.2903%,8.84,12.76%,8.6043,8526551.732918,31.63%,15254098.0,15059783.0
ARRY,188649.0,1.3789%,8.57,4.51%,8.557,5111872.963579,-39.94%,13869898.0,13681249.0
RUN,188519.0,0.5139%,14.61,5.87%,14.3378,10012896.823579,-40.88%,36873373.0,36684854.0
9660 HK,183600.0,0.1967%,0.0,0.00%,0.0,0.0,0.00%,93531000.0,93347400.0
FUU CN,174964.0,0.4410%,0.0,0.00%,0.0,0.0,0.00%,39851814.0,39676850.0
NXE CN,172360.0,0.4412%,0.0,0.00%,0.0,0.0,0.00%,39236353.0,39063993.0
3888,159200.0,1.6270%,0.0,0.00%,0.0,0.0,0.00%,9943978.0,9784778.0
ENRG,157940.0,2.7228%,0.0,0.00%,0.0,0.0,0.00%,5958657.0,5800717.0
ZS,152520.0,2.1499%,152.13,-0.43%,150.4948,3522201.723962,4.24%,7246759.0,7094239.0
696,149000.0,1.6339%,0.0,0.00%,0.0,0.0,0.00%,9268226.0,9119226.0
688538,148600.0,1.6673%,0.0,0.00%,0.0,0.0,0.00%,9061385.0,8912785.0
688256,148212.21999999997,50.1354%,0.0,0.00%,0.0,0.0,0.00%,443836.22,295624.0
1888,148000.0,1.6075%,0.0,0.00%,0.0,0.0,0.00%,9354591.0,9206591.0
4DX AU,146738.0,100.0000%,0.0,0.00%,0.0,0.0,0.00%,146738.0,0.0
SSW SJ,144538.0,0.4197%,0.0,0.00%,0.0,0.0,0.00%,34585709.0,34441171.0
UEC,134044.0,0.1695%,15.16,-2.76%,15.1873,7211469.216939,-26.72%,79203604.0,79069560.0
9698,132800.0,1.5561%,0.0,0.00%,0.0,0.0,0.00%,8667003.0,8534203.0
PDN AU,128340.0,0.2344%,0.0,0.00%,0.0,0.0,0.00%,54876392.0,54748052.0
