As_Of_Date,ETF_Ticker,Holding_Ticker,Holding_Name,Shares,Weight_Percent,Market_Value,Total_Market_Shares,Contribution_Ratio,Days_Lag,Data_Risk,Price_x,Open_x,High_x,Low_x,Volume_x,VWAP_x,Price_y,Open_y,High_y,Low_y,Volume_y,VWAP_y
2026-04-23,PBP,VZ,Verizon Communications Inc,23335.0,,1101878.7,236998345.98,9.846060276711472e-05,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,XLG,VZ,Verizon Communications Inc,1209423.0,,57108954.06,236998345.98,0.0051030862472857,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,RSPC,VZ,Verizon Communications Inc,58403.0,,2757789.66,236998345.98,0.0002464278801546,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,EQAL,VZ,Verizon Communications Inc,75273.0,,3554391.06,236998345.98,0.0003176098115315,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,DJD,VZ,Verizon Communications Inc,927260.0,,43785217.2,236998345.98,0.0039125167568817,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,BMVP,VZ,Verizon Communications Inc,35763.0,,1688728.86,236998345.98,0.0001508997873049,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,PBUS,VZ,Verizon Communications Inc,728012.0,,34376726.64,236998345.98,0.0030718020287847,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,RSP,VZ,Verizon Communications Inc,3346548.0,,158023996.56,236998345.98,0.0141205542433718,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,SPHD,VZ,Verizon Communications Inc,2341777.0,,110578709.94,236998345.98,0.0098809845710805,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,QQHG,VZ,Verizon Communications Inc,1806.0,,85279.31999999999,236998345.98,7.620306346578494e-06,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,KNCT,VZ,Verizon Communications Inc,69968.0,,3303888.96,236998345.98,0.0002952256890683,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,PHDG,VZ,Verizon Communications Inc,3251.0,,153512.22,236998345.98,1.3717395311587312e-05,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,SPVM,VZ,Verizon Communications Inc,40122.0,,1894560.84,236998345.98,0.0001692923207294,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,IUS,VZ,Verizon Communications Inc,158669.0,,7492350.18,236998345.98,0.0006694941238678,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,EQWL,VZ,Verizon Communications Inc,470908.0,,22236275.76,236998345.98,0.0019869674535185,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,PEY,VZ,Verizon Communications Inc,448665.0,,21185961.3,236998345.98,0.0018931144778447,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,RSPA,VZ,Verizon Communications Inc,20712.0,,978020.64,236998345.98,8.739301497803642e-05,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,KLMN,VZ,Verizon Communications Inc,170127.0,,8033396.939999999,236998345.98,0.0007178404528374,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,QVMT,VZ,Verizon Communications Inc,46848.0,,2212162.56,236998345.98,0.0001976722656281,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,PRF,VZ,Verizon Communications Inc,1551434.0,,73258713.48,236998345.98,0.0065461807068093,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,PFM,VZ,Verizon Communications Inc,117637.0,,5554819.14,236998345.98,0.0004963621138939,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,PWV,VZ,Verizon Communications Inc,939454.0,,44361017.88,236998345.98,0.0039639685927566,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,KLMT,VZ,Verizon Communications Inc,80061.0,,3780480.42,236998345.98,0.0003378124841713,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,OMFL,VZ,Verizon Communications Inc,75555.0,,3567707.1,236998345.98,0.0003187996932534,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,RPV,VZ,Verizon Communications Inc,256230.0,,12099180.6,236998345.98,0.001081146785816,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,QVML,VZ,Verizon Communications Inc,112042.0,,5290623.24,236998345.98,0.0004727543541989,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,RWL,VZ,Verizon Communications Inc,1202448.0,,56779594.56,236998345.98,0.0050736556621431,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
2026-04-23,DIVG,VZ,Verizon Communications Inc,3763.0,,177688.86,236998345.98,1.5877747941403586e-05,1,False,47.22,46.48,47.52,46.3,22750193.019661,47.1984,47.22,46.48,47.52,46.3,22750193.019661,47.1984
