ETF_Ticker,Holding_Ticker,Shares_Today,Shares_Prev,Delta_Shares
AIQ,000660 KS,488440.0,486890.0,1550.0
AIQ,005930 KS,2421046.0,2413396.0,7650.0
AIQ,2317 TT,10849000.0,10814000.0,35000.0
AIQ,2395 TT,2780057.0,2770057.0,10000.0
AIQ,3690 HK,4296115.0,4281115.0,15000.0
AIQ,4755 JP,4204966.0,4191616.0,13350.0
AIQ,5803 JP,1368660.0,1364460.0,4200.0
AIQ,6701 JP,1053077.0,1049727.0,3350.0
AIQ,6702 JP,1598204.0,1593154.0,5050.0
AIQ,6954 JP,758173.0,755773.0,2400.0
AIQ,700 HK,3270818.0,3260818.0,10000.0
AIQ,AAPL,1010212.0,1007012.0,3200.0
AIQ,ACN,477653.0,476153.0,1500.0
AIQ,ADBE,318658.0,317658.0,1000.0
AIQ,AI,1927034.0,1920934.0,6100.0
AIQ,AMBA,361912.0,360762.0,1150.0
AIQ,AMD,988955.0,985805.0,3150.0
AIQ,AMP IM,1546957.0,1542057.0,4900.0
AIQ,AMZN,1070687.0,1067287.0,3400.0
AIQ,APP,238784.0,238034.0,750.0
AIQ,AVGO,770872.0,768422.0,2450.0
AIQ,BABA,1416130.0,1411630.0,4500.0
AIQ,BIDU,215439.0,214739.0,700.0
AIQ,CCC,3155882.0,3145882.0,10000.0
AIQ,CDNS,211182.0,210532.0,650.0
AIQ,CLS,89198.0,88898.0,300.0
AIQ,CRM,727523.0,725223.0,2300.0
AIQ,CRWV,298943.0,297993.0,950.0
AIQ,CSCO,3374920.0,3364270.0,10650.0
AIQ,DDOG,251781.0,250981.0,800.0
AIQ,DT,608979.0,607029.0,1950.0
AIQ,DXC,1640101.0,1634901.0,5200.0
AIQ,EFX,116522.0,116172.0,350.0
AIQ,ERIC,2609295.0,2600995.0,8300.0
AIQ,EXPN LN,706901.0,704651.0,2250.0
AIQ,G,540955.0,539255.0,1700.0
AIQ,GEHC,352187.0,351087.0,1100.0
AIQ,GLOB,362013.0,360863.0,1150.0
AIQ,GOOGL,758980.0,756580.0,2400.0
AIQ,HPE,1170068.0,1166368.0,3700.0
AIQ,HUT,453610.0,452160.0,1450.0
AIQ,IBM,725816.0,723516.0,2300.0
AIQ,IFX GR,1007934.0,1004734.0,3200.0
AIQ,INTC,3870503.0,3858253.0,12250.0
AIQ,META,387143.0,385943.0,1200.0
AIQ,MRVL,656313.0,654213.0,2100.0
AIQ,MSFT,556010.0,554260.0,1750.0
AIQ,MU,631043.0,629043.0,2000.0
AIQ,NFLX,3003067.0,2993567.0,9500.0
AIQ,NOK,4442333.0,4428233.0,14100.0
AIQ,NOW,806257.0,803707.0,2550.0
AIQ,NVDA,1357320.0,1353020.0,4300.0
AIQ,NXPI,194493.0,193893.0,600.0
AIQ,OKTA,273100.0,272250.0,850.0
AIQ,ORCL,1407956.0,1403506.0,4450.0
AIQ,PATH,1650066.0,1644816.0,5250.0
AIQ,PEGA,498828.0,497228.0,1600.0
AIQ,PLTR,1512361.0,1507561.0,4800.0
AIQ,PONY,1507783.0,1502983.0,4800.0
AIQ,QCOM,831758.0,829108.0,2650.0
AIQ,QUBT,2082882.0,2076282.0,6600.0
AIQ,SAP,884095.0,881295.0,2800.0
AIQ,SHOP,949265.0,946265.0,3000.0
AIQ,SIE GR,619612.0,617662.0,1950.0
AIQ,SMCI,770357.0,767907.0,2450.0
AIQ,SNAP,3263123.0,3252773.0,10350.0
AIQ,SNOW,264847.0,263997.0,850.0
AIQ,SNPS,148367.0,147917.0,450.0
AIQ,SOUN,2292895.0,2285645.0,7250.0
AIQ,STX,165594.0,165094.0,500.0
AIQ,TDC,835684.0,833034.0,2650.0
AIQ,TEMN SW,268035.0,267185.0,850.0
AIQ,TIETO FH,1108181.0,1104681.0,3500.0
AIQ,TRI,339251.0,338201.0,1050.0
AIQ,TSLA,558149.0,556399.0,1750.0
AIQ,TSM,766116.0,763716.0,2400.0
AIQ,TWLO,197983.0,197333.0,650.0
AIQ,UBER,1613304.0,1608204.0,5100.0
AIQ,WDAY,164515.0,164015.0,500.0
AIQ,WIX,295739.0,294789.0,950.0
AIQ,WKL NA,255606.0,254806.0,800.0
AIQ,ZBRA,101020.0,100720.0,300.0
AIQ,ZS,123468.0,123068.0,400.0
AQWA,SBSP3 BZ,0.64,2.64,-2.0
BALI,AA,8724.0,8694.0,30.0
BALI,AAPL,243661.0,242821.0,840.0
BALI,ABBV,47593.0,47431.0,162.0
BALI,ABNB,24850.0,24766.0,84.0
BALI,ABT,79806.0,79530.0,276.0
BALI,ADBE,17008.0,16948.0,60.0
BALI,ADC,3457.0,3445.0,12.0
BALI,ADSK,11840.0,11798.0,42.0
BALI,AFG,41488.0,41344.0,144.0
BALI,AGNC,331400.0,330254.0,1146.0
BALI,AIT,1475.0,1469.0,6.0
BALI,AMAT,16265.0,16211.0,54.0
BALI,AMD,30040.0,29938.0,102.0
BALI,AME,34221.0,34101.0,120.0
BALI,AMGN,9107.0,9077.0,30.0
BALI,AMRZ,3649.0,3637.0,12.0
BALI,AMZN,177292.0,176680.0,612.0
BALI,APH,59640.0,59436.0,204.0
BALI,AVGO,74299.0,74041.0,258.0
BALI,AXSM,1308.0,1302.0,6.0
BALI,BAC,149266.0,148750.0,516.0
BALI,BBY,12763.0,12721.0,42.0
BALI,BKNG,40104.0,39966.0,138.0
BALI,BMY,103870.0,103510.0,360.0
BALI,BPOP,12073.0,12031.0,42.0
BALI,BRKB,24317.0,24233.0,84.0
BALI,BSX,65412.0,65184.0,228.0
BALI,BWA,88917.0,88611.0,306.0
BALI,BX,29337.0,29235.0,102.0
BALI,C,28004.0,27908.0,96.0
BALI,CAG,530308.0,528478.0,1830.0
BALI,CAH,39981.0,39843.0,138.0
BALI,CAT,10736.0,10700.0,36.0
BALI,CCK,9152.0,9122.0,30.0
BALI,CFG,45782.0,45626.0,156.0
BALI,CHKP,6942.0,6918.0,24.0
BALI,CLX,2433.0,2427.0,6.0
BALI,CME,36588.0,36462.0,126.0
BALI,CMG,64450.0,64228.0,222.0
BALI,CMS,34398.0,34278.0,120.0
BALI,COST,15472.0,15418.0,54.0
BALI,CPNG,23880.0,23796.0,84.0
BALI,CRM,27261.0,27165.0,96.0
BALI,CSCO,79610.0,79334.0,276.0
BALI,CTAS,18788.0,18722.0,66.0
BALI,CTVA,20906.0,20834.0,72.0
BALI,CUBE,45297.0,45141.0,156.0
BALI,CVX,78636.0,78366.0,270.0
BALI,DBX,15138.0,15084.0,54.0
BALI,DELL,6693.0,6669.0,24.0
BALI,DLB,13530.0,13482.0,48.0
BALI,DOX,36791.0,36665.0,126.0
BALI,DT,46272.0,46110.0,162.0
BALI,DTE,11962.0,11920.0,42.0
BALI,DUOL,2179.0,2173.0,6.0
BALI,ED,13759.0,13711.0,48.0
BALI,EOG,27433.0,27337.0,96.0
BALI,ESTC,13527.0,13479.0,48.0
BALI,ETN,10153.0,10117.0,36.0
BALI,EWBC,1842.0,1836.0,6.0
BALI,EXEL,20500.0,20428.0,72.0
BALI,EXPD,10190.0,10154.0,36.0
BALI,F,71295.0,71049.0,246.0
BALI,FCX,33513.0,33399.0,114.0
BALI,FE,28061.0,27965.0,96.0
BALI,FERG,1078.0,1072.0,6.0
BALI,FIX,3231.0,3219.0,12.0
BALI,FOXA,67885.0,67651.0,234.0
BALI,FSLR,3273.0,3261.0,12.0
BALI,GD,17662.0,17602.0,60.0
BALI,GE,14063.0,14015.0,48.0
BALI,GEV,4901.0,4883.0,18.0
BALI,GNTX,54999.0,54807.0,192.0
BALI,GOOG,86364.0,86064.0,300.0
BALI,GOOGL,105995.0,105629.0,366.0
BALI,HBAN,123560.0,123134.0,426.0
BALI,HEIA,1119.0,1113.0,6.0
BALI,HIG,17557.0,17497.0,60.0
BALI,HON,20354.0,20282.0,72.0
BALI,HR,71124.0,70878.0,246.0
BALI,IBM,14122.0,14074.0,48.0
BALI,ICE,19727.0,19661.0,66.0
BALI,IDA,2347.0,2341.0,6.0
BALI,INTC,49103.0,48935.0,168.0
BALI,INTU,6493.0,6469.0,24.0
BALI,JNJ,90392.0,90080.0,312.0
BALI,JPM,36921.0,36795.0,126.0
BALI,KEY,319452.0,318348.0,1104.0
BALI,KO,98804.0,98462.0,342.0
BALI,LKQ,8735.0,8705.0,30.0
BALI,LLY,10867.0,10831.0,36.0
BALI,LMT,14130.0,14082.0,48.0
BALI,LNG,6467.0,6443.0,24.0
BALI,LOPE,1406.0,1400.0,6.0
BALI,LPX,5500.0,5482.0,18.0
BALI,LRCX,53417.0,53231.0,186.0
BALI,LSTR,1836.0,1830.0,6.0
BALI,MAA,58849.0,58645.0,204.0
BALI,MANH,1642.0,1636.0,6.0
BALI,MCD,27709.0,27613.0,96.0
BALI,MCK,9240.0,9210.0,30.0
BALI,MDB,1096.0,1090.0,6.0
BALI,MELI,1314.0,1308.0,6.0
BALI,META,32544.0,32430.0,114.0
BALI,MMM,20957.0,20885.0,72.0
BALI,MO,54896.0,54704.0,192.0
BALI,MRP,27846.0,27750.0,96.0
BALI,MRVL,15947.0,15893.0,54.0
BALI,MSFT,156061.0,155521.0,540.0
BALI,MSFUT,22167000.0,22171000.0,-4000.0
BALI,MSI,18065.0,18005.0,60.0
BALI,MTZ,6685.0,6661.0,24.0
BALI,MU,22673.0,22595.0,78.0
BALI,NBIX,6467.0,6443.0,24.0
BALI,NEM,38865.0,38733.0,132.0
BALI,NFLX,71073.0,70827.0,246.0
BALI,NI,17248.0,17188.0,60.0
BALI,NNN,85567.0,85273.0,294.0
BALI,NOC,7373.0,7349.0,24.0
BALI,NOW,33289.0,33175.0,114.0
BALI,NTRA,12707.0,12665.0,42.0
BALI,NU,14503.0,14455.0,48.0
BALI,NVDA,420646.0,419194.0,1452.0
BALI,NVT,2894.0,2882.0,12.0
BALI,NYT,29283.0,29181.0,102.0
BALI,OGE,29345.0,29243.0,102.0
BALI,OHI,31583.0,31475.0,108.0
BALI,OLED,3434.0,3422.0,12.0
BALI,ORLY,72745.0,72493.0,252.0
BALI,PFE,541965.0,540093.0,1872.0
BALI,PG,117048.0,116646.0,402.0
BALI,PINS,17948.0,17888.0,60.0
BALI,PLNT,3221.0,3209.0,12.0
BALI,PLTR,39381.0,39243.0,138.0
BALI,POR,27915.0,27819.0,96.0
BALI,PYPL,5134.0,5116.0,18.0
BALI,QCOM,34917.0,34797.0,120.0
BALI,RARE,26445.0,26355.0,90.0
BALI,ROK,6360.0,6336.0,24.0
BALI,ROKU,8230.0,8200.0,30.0
BALI,RTX,31231.0,31123.0,108.0
BALI,S,15079.0,15025.0,54.0
BALI,SCHW,108200.0,107828.0,372.0
BALI,SFD,8949.0,8919.0,30.0
BALI,SJM,5798.0,5780.0,18.0
BALI,SNDK,1969.0,1963.0,6.0
BALI,SOLS,6994.0,6970.0,24.0
BALI,SPOT,2218.0,2212.0,6.0
BALI,SSB,2195.0,2189.0,6.0
BALI,SWKS,34289.0,34169.0,120.0
BALI,T,251436.0,250566.0,870.0
BALI,TEL,5487.0,5469.0,18.0
BALI,TGT,27934.0,27838.0,96.0
BALI,TGTX,8410.0,8380.0,30.0
BALI,THG,1835.0,1829.0,6.0
BALI,TJX,85094.0,84800.0,294.0
BALI,TMUS,24880.0,24796.0,84.0
BALI,TPG,9800.0,9764.0,36.0
BALI,TRV,25714.0,25624.0,90.0
BALI,TSLA,41923.0,41779.0,144.0
BALI,TSN,41690.0,41546.0,144.0
BALI,TTD,29639.0,29537.0,102.0
BALI,TTWO,8129.0,8099.0,30.0
BALI,TXN,22455.0,22377.0,78.0
BALI,TXRH,15901.0,15847.0,54.0
BALI,UNH,24226.0,24142.0,84.0
BALI,UNP,27303.0,27207.0,96.0
BALI,USD,1227284.0,1118735.0,108549.0
BALI,UTHR,9248.0,9218.0,30.0
BALI,V,36953.0,36827.0,126.0
BALI,VEEV,6377.0,6353.0,24.0
BALI,VIK,25608.0,25518.0,90.0
BALI,VMC,26317.0,26227.0,90.0
BALI,VRSN,15136.0,15082.0,54.0
BALI,VSNT,47574.0,47412.0,162.0
BALI,VZ,193353.0,192687.0,666.0
BALI,WBS,3420.0,3408.0,12.0
BALI,WEC,77617.0,77347.0,270.0
BALI,WFC,45724.0,45568.0,156.0
BALI,WM,18401.0,18335.0,66.0
BALI,WMG,22012.0,21934.0,78.0
BALI,WMT,97773.0,97437.0,336.0
BALI,WTRG,5302.0,5284.0,18.0
BALI,XOM,133361.0,132899.0,462.0
BALI,ZS,4147.0,4135.0,12.0
BKCH,863 HK,2083000.0,2103500.0,-20500.0
BKCH,MATH,114830.0,161090.0,-46260.0
BLCR,AAPL,585100.0,583852.0,1248.0
BLCR,AIZ,250466.0,249938.0,528.0
BLCR,AMD,221451.0,220971.0,480.0
BLCR,AMZN,1428774.0,1425702.0,3072.0
BLCR,APD,437394.0,436458.0,936.0
BLCR,APP,289363.0,288739.0,624.0
BLCR,ATI,755781.0,754149.0,1632.0
BLCR,AVGO,346934.0,346190.0,744.0
BLCR,CAH,785755.0,784075.0,1680.0
BLCR,CASY,86022.0,85830.0,192.0
BLCR,CIEN,410870.0,409982.0,888.0
BLCR,CME,514830.0,513726.0,1104.0
BLCR,CVX,673253.0,671813.0,1440.0
BLCR,ELV,75390.0,75272.0,118.0
BLCR,GOOGL,763451.0,761819.0,1632.0
BLCR,HWM,615560.0,614240.0,1320.0
BLCR,ICE,536919.0,535767.0,1152.0
BLCR,INTC,1929768.0,1925640.0,4128.0
BLCR,INTU,45406.0,45310.0,96.0
BLCR,JCI,1130385.0,1127961.0,2424.0
BLCR,LLY,36733.0,36661.0,72.0
BLCR,MAIR,776816.0,775160.0,1656.0
BLCR,MDT,1410143.0,1407119.0,3024.0
BLCR,META,378953.0,378137.0,816.0
BLCR,MSFT,626665.0,625321.0,1344.0
BLCR,MU,335792.0,335072.0,720.0
BLCR,NVDA,1678803.0,1675203.0,3600.0
BLCR,RKT,6502609.0,6488665.0,13944.0
BLCR,RTO,3857331.0,3849051.0,8280.0
BLCR,TKO,324500.0,323804.0,696.0
BLCR,UNH,200820.0,200388.0,432.0
BLCR,USD,5718184.0,3916209.0,1801975.0
BLCR,V,530086.0,528958.0,1128.0
BLCR,WCC,459004.0,458020.0,984.0
BLCR,WDC,426405.0,425493.0,912.0
BLCR,WFC,1231085.0,1228445.0,2640.0
BLCR,XTSLA,142630000.0,143540000.0,-910000.0
BLCV,USD,288550.0,300252.0,-11702.0
BTHM,AA,98560.0,98400.0,160.0
BTHM,AAPL,2491414.0,2487526.0,3888.0
BTHM,ACGL,81949.0,81821.0,128.0
BTHM,ACN,70236.0,70124.0,112.0
BTHM,ADBE,9072.0,9056.0,16.0
BTHM,ALB,17908.0,17876.0,32.0
BTHM,ALL,64121.0,64025.0,96.0
BTHM,AMAT,319816.0,319320.0,496.0
BTHM,AMD,161823.0,161567.0,256.0
BTHM,AMGN,37555.0,37491.0,64.0
BTHM,AMZN,1538281.0,1535881.0,2400.0
BTHM,APH,354889.0,354329.0,560.0
BTHM,AU,51168.0,51088.0,80.0
BTHM,AVGO,574269.0,573373.0,896.0
BTHM,AXP,126628.0,126436.0,192.0
BTHM,BA,144656.0,144432.0,224.0
BTHM,BAC,1147112.0,1145320.0,1792.0
BTHM,BIIB,50967.0,50887.0,80.0
BTHM,BKR,119763.0,119571.0,192.0
BTHM,BLDR,23329.0,23297.0,32.0
BTHM,BMY,137375.0,137167.0,208.0
BTHM,BOX,138465.0,138241.0,224.0
BTHM,BRKB,306202.0,305722.0,480.0
BTHM,BSX,862992.0,861648.0,1344.0
BTHM,C,123637.0,123445.0,192.0
BTHM,CAH,178034.0,177762.0,272.0
BTHM,CAT,182092.0,181804.0,288.0
BTHM,CB,68104.0,67992.0,112.0
BTHM,CDE,302660.0,302180.0,480.0
BTHM,CE,48730.0,48650.0,80.0
BTHM,CHKP,651587.0,650563.0,1024.0
BTHM,CHTR,92951.0,92807.0,144.0
BTHM,CL,88012.0,87868.0,144.0
BTHM,CLH,36829.0,36765.0,64.0
BTHM,CMCSA,519852.0,519036.0,816.0
BTHM,CME,8247.0,8231.0,16.0
BTHM,CNH,773777.0,772561.0,1216.0
BTHM,COST,150999.0,150759.0,240.0
BTHM,CROX,30131.0,30083.0,48.0
BTHM,CRUS,53442.0,53362.0,80.0
BTHM,CSCO,1259217.0,1257249.0,1968.0
BTHM,CTSH,31787.0,31739.0,48.0
BTHM,CVX,85606.0,85478.0,128.0
BTHM,DCI,47457.0,47377.0,80.0
BTHM,DG,233544.0,233176.0,368.0
BTHM,DLTR,341380.0,340852.0,528.0
BTHM,DOW,191946.0,191642.0,304.0
BTHM,DOX,17736.0,17704.0,32.0
BTHM,DY,8491.0,8475.0,16.0
BTHM,ELV,29402.0,29354.0,48.0
BTHM,EME,83528.0,83400.0,128.0
BTHM,EMR,37020.0,36956.0,64.0
BTHM,ENPH,234094.0,233726.0,368.0
BTHM,ETN,17912.0,17880.0,32.0
BTHM,EW,42533.0,42469.0,64.0
BTHM,EXLS,59626.0,59530.0,96.0
BTHM,FFIV,63499.0,63403.0,96.0
BTHM,FIX,8104.0,8088.0,16.0
BTHM,FOXA,70716.0,70604.0,112.0
BTHM,GE,289651.0,289203.0,448.0
BTHM,GEV,9787.0,9771.0,16.0
BTHM,GGG,260421.0,260021.0,400.0
BTHM,GL,29464.0,29416.0,48.0
BTHM,GM,123357.0,123165.0,192.0
BTHM,GOOG,622859.0,621883.0,976.0
BTHM,GOOGL,1035166.0,1033550.0,1616.0
BTHM,GS,50489.0,50409.0,80.0
BTHM,HAL,789163.0,787931.0,1232.0
BTHM,HCA,67366.0,67254.0,112.0
BTHM,HD,91728.0,91584.0,144.0
BTHM,HIG,47270.0,47190.0,80.0
BTHM,HL,155769.0,155529.0,240.0
BTHM,HON,197654.0,197350.0,304.0
BTHM,HQY,76452.0,76340.0,112.0
BTHM,IBM,150825.0,150585.0,240.0
BTHM,INTC,1800263.0,1797447.0,2816.0
BTHM,IQV,57662.0,57566.0,96.0
BTHM,IR,70107.0,69995.0,112.0
BTHM,ITT,48887.0,48807.0,80.0
BTHM,ITW,25073.0,25041.0,32.0
BTHM,J,112319.0,112143.0,176.0
BTHM,JBL,63657.0,63561.0,96.0
BTHM,JNJ,505331.0,504547.0,784.0
BTHM,JPM,781045.0,779829.0,1216.0
BTHM,KLAC,21390.0,21358.0,32.0
BTHM,KO,358443.0,357883.0,560.0
BTHM,KR,339691.0,339163.0,528.0
BTHM,KTOS,62869.0,62773.0,96.0
BTHM,LITE,37054.0,36990.0,64.0
BTHM,LKQ,68224.0,68112.0,112.0
BTHM,LLY,9662.0,9646.0,16.0
BTHM,LMT,56587.0,56491.0,96.0
BTHM,LRCX,279031.0,278599.0,432.0
BTHM,MA,106073.0,105913.0,160.0
BTHM,MCK,47923.0,47843.0,80.0
BTHM,MCO,21261.0,21229.0,32.0
BTHM,META,279899.0,279467.0,432.0
BTHM,MIDD,17252.0,17220.0,32.0
BTHM,MLI,283678.0,283230.0,448.0
BTHM,MMM,259984.0,259584.0,400.0
BTHM,MP,104561.0,104401.0,160.0
BTHM,MRSH,24692.0,24660.0,32.0
BTHM,MS,278745.0,278313.0,432.0
BTHM,MSFT,1291939.0,1289923.0,2016.0
BTHM,MSI,57365.0,57269.0,96.0
BTHM,MTZ,117959.0,117767.0,192.0
BTHM,MU,345965.0,345421.0,544.0
BTHM,NEE,92143.0,91999.0,144.0
BTHM,NEM,316970.0,316474.0,496.0
BTHM,NFLX,262845.0,262429.0,416.0
BTHM,NOC,72293.0,72181.0,112.0
BTHM,NVDA,2938444.0,2933852.0,4592.0
BTHM,NXT,94564.0,94420.0,144.0
BTHM,OKLO,28201.0,28153.0,48.0
BTHM,OMC,21074.0,21042.0,32.0
BTHM,ORCL,76316.0,76204.0,112.0
BTHM,OTIS,18200.0,18168.0,32.0
BTHM,PANW,47092.0,47012.0,80.0
BTHM,PCAR,24114.0,24082.0,32.0
BTHM,PFE,1188820.0,1186964.0,1856.0
BTHM,PG,658135.0,657111.0,1024.0
BTHM,PH,14527.0,14511.0,16.0
BTHM,PPC,200612.0,200292.0,320.0
BTHM,PR,410137.0,409497.0,640.0
BTHM,PSKY,152191.0,151951.0,240.0
BTHM,QCOM,407570.0,406930.0,640.0
BTHM,QRVO,80773.0,80645.0,128.0
BTHM,QXO,70207.0,70095.0,112.0
BTHM,RNR,16060.0,16028.0,32.0
BTHM,RRX,31067.0,31019.0,48.0
BTHM,RSG,85831.0,85703.0,128.0
BTHM,RTX,452130.0,451426.0,704.0
BTHM,SATS,16048.0,16016.0,32.0
BTHM,SCCO,11589.0,11573.0,16.0
BTHM,SCHW,263225.0,262809.0,416.0
BTHM,SEIC,69282.0,69170.0,112.0
BTHM,SLB,446829.0,446125.0,704.0
BTHM,SNDK,47689.0,47609.0,80.0
BTHM,SNX,88763.0,88619.0,144.0
BTHM,SOLV,84065.0,83937.0,128.0
BTHM,SPGI,35075.0,35027.0,48.0
BTHM,SSNC,690146.0,689074.0,1072.0
BTHM,SWKS,68245.0,68133.0,112.0
BTHM,SYK,165282.0,165026.0,256.0
BTHM,T,790893.0,789661.0,1232.0
BTHM,TDW,79996.0,79868.0,128.0
BTHM,TGT,86634.0,86506.0,128.0
BTHM,THC,57334.0,57238.0,96.0
BTHM,TJX,690801.0,689729.0,1072.0
BTHM,TMO,30789.0,30741.0,48.0
BTHM,TMUS,8259.0,8243.0,16.0
BTHM,TPR,24910.0,24878.0,32.0
BTHM,TRV,30111.0,30063.0,48.0
BTHM,TSLA,371401.0,370825.0,576.0
BTHM,TTWO,103299.0,103139.0,160.0
BTHM,TXN,55964.0,55884.0,80.0
BTHM,UNH,254843.0,254443.0,400.0
BTHM,USD,3024775.0,3098033.0,-73258.0
BTHM,V,467472.0,466736.0,736.0
BTHM,VIK,25046.0,25014.0,32.0
BTHM,VLTO,97670.0,97510.0,160.0
BTHM,VZ,945188.0,943716.0,1472.0
BTHM,WAB,30512.0,30464.0,48.0
BTHM,WDC,70559.0,70447.0,112.0
BTHM,WFC,651662.0,650638.0,1024.0
BTHM,WMT,1534554.0,1532154.0,2400.0
BTHM,WYNN,45580.0,45516.0,64.0
BTHM,XOM,275587.0,275155.0,432.0
BUG,053800 KS,208463.0,209743.0,-1280.0
BUG,2326 JP,267167.0,268767.0,-1600.0
BUG,3692 JP,152965.0,153905.0,-940.0
BUG,4258 JP,141373.0,142233.0,-860.0
BUG,4475 JP,431374.0,433994.0,-2620.0
BUG,4704 JP,1142492.0,1149372.0,-6880.0
BUG,AKAM,516895.0,520015.0,-3120.0
BUG,ARQQ,183087.0,184207.0,-1120.0
BUG,ATEN,1354671.0,1362831.0,-8160.0
BUG,CHKP,354960.0,357100.0,-2140.0
BUG,CRWD,119416.0,120136.0,-720.0
BUG,CVLT,403744.0,406164.0,-2420.0
BUG,FTNT,631358.0,635158.0,-3800.0
BUG,GEN,2069588.0,2082048.0,-12460.0
BUG,GRRR,515959.0,519099.0,-3140.0
BUG,NCC LN,5303668.0,5335988.0,-32320.0
BUG,NTSK,4008268.0,4032388.0,-24120.0
BUG,OKTA,722739.0,727079.0,-4340.0
BUG,OSPN,699047.0,703307.0,-4260.0
BUG,PANW,296842.0,298622.0,-1780.0
BUG,QLYS,459247.0,462007.0,-2760.0
BUG,RBRK,750703.0,755223.0,-4520.0
BUG,RDWR,814909.0,819809.0,-4900.0
BUG,RPD,1245818.0,1253398.0,-7580.0
BUG,S,2819374.0,2836334.0,-16960.0
BUG,SAIL,3495827.0,3516867.0,-21040.0
BUG,TENB,1911074.0,1922574.0,-11500.0
BUG,TLS,1462295.0,1471195.0,-8900.0
BUG,VRNS,1517960.0,1527100.0,-9140.0
BUG,ZS,407330.0,409790.0,-2460.0
COPX,1208 HK,156770360.0,156410360.0,360000.0
COPX,1258 HK,51273100.0,51155100.0,118000.0
COPX,1515 JP,1659440.0,1655640.0,3800.0
COPX,2099 HK,9439100.0,9417100.0,22000.0
COPX,2899 HK,73978535.0,73808535.0,170000.0
COPX,358 HK,40031401.0,39939401.0,92000.0
COPX,3939 HK,46532560.0,46426560.0,106000.0
COPX,5711 JP,4912573.0,4901333.0,11240.0
COPX,5713 JP,5169680.0,5157840.0,11840.0
COPX,ALS CN,1834414.0,1830194.0,4220.0
COPX,AMAK AB,2074206.0,2069446.0,4760.0
COPX,ANTO LN,7016551.0,7000471.0,16080.0
COPX,ARG CN,5482087.0,5469527.0,12560.0
COPX,ASCU CN,6728574.0,6713154.0,15420.0
COPX,ATYM LN,4713545.0,4702745.0,10800.0
COPX,BHP AU,8909539.0,8889079.0,20460.0
COPX,BOL SS,6014858.0,6001078.0,13780.0
COPX,CNL CN,1862686.0,1858426.0,4260.0
COPX,CS CN,26045040.0,25985380.0,59660.0
COPX,DVP AU,10172682.0,10149382.0,23300.0
COPX,ERO CN,3880494.0,3871594.0,8900.0
COPX,FCX,5238755.0,5226755.0,12000.0
COPX,FDY CN,8559264.0,8539664.0,19600.0
COPX,FFM AU,29258082.0,29191062.0,67020.0
COPX,FM CN,12559464.0,12530704.0,28760.0
COPX,GLEN LN,47301291.0,47192691.0,108600.0
COPX,HBM CN,14359987.0,14327107.0,32880.0
COPX,IE,4804317.0,4793317.0,11000.0
COPX,IVN CN,31098494.0,31027274.0,71220.0
COPX,KGH PW,3994983.0,3985843.0,9140.0
COPX,LUN CN,11964811.0,11937411.0,27400.0
COPX,NDA GR,1003329.0,1001029.0,2300.0
COPX,NDM CN,21488147.0,21438807.0,49340.0
COPX,NGEX CN,5511387.0,5498767.0,12620.0
COPX,OM CN,23449297.0,23395457.0,53840.0
COPX,SCCO,1919130.29,1895769.0,23361.29
COPX,SFR AU,18368672.0,18326592.0,42080.0
COPX,SLS CN,3650503.0,3642043.0,8460.0
COPX,TECK/B CN,6185522.0,6171362.0,14160.0
COPX,TGB,14222557.0,14189977.0,32580.0
CQQQ,000021,1097898.0,1077498.0,20400.0
CQQQ,000050,1729286.0,1697186.0,32100.0
CQQQ,000062,725999.0,722399.0,3600.0
CQQQ,000066,2269012.0,2227412.0,41600.0
CQQQ,000100,14584446.0,14289846.0,294600.0
CQQQ,000158,1124714.0,1103814.0,20900.0
CQQQ,000555,686449.0,673749.0,12700.0
CQQQ,000681,493182.0,483982.0,9200.0
CQQQ,000725,25535461.0,25019361.0,516100.0
CQQQ,000733,389660.0,382460.0,7200.0
CQQQ,000938,2003086.0,1962586.0,40500.0
CQQQ,000977,1032000.0,1011100.0,20900.0
CQQQ,000988,705511.0,691361.0,14150.0
CQQQ,000997,712947.0,699647.0,13300.0
CQQQ,001309,159300.0,156300.0,3000.0
CQQQ,002049,593685.0,581785.0,11900.0
CQQQ,002056,1144330.0,1123130.0,21200.0
CQQQ,002065,2255255.0,2213355.0,41900.0
CQQQ,002127,1727287.0,1695187.0,32100.0
CQQQ,002152,1747022.0,1714622.0,32400.0
CQQQ,002153,1576600.0,1544600.0,32000.0
CQQQ,002156,1061925.0,1040425.0,21500.0
CQQQ,002180,1001341.0,982741.0,18600.0
CQQQ,002185,2254576.0,2212676.0,41900.0
CQQQ,002195,3997392.0,3923192.0,74200.0
CQQQ,002212,829796.0,814396.0,15400.0
CQQQ,002230,1622697.0,1589797.0,32900.0
CQQQ,002236,2301495.0,2258795.0,42700.0
CQQQ,002261,883788.0,867388.0,16400.0
CQQQ,002273,978132.0,960032.0,18100.0
CQQQ,002368,438931.0,430731.0,8200.0
CQQQ,002371,506508.0,496208.0,10300.0
CQQQ,002373,1111801.0,1091201.0,20600.0
CQQQ,002463,1347760.0,1320460.0,27300.0
CQQQ,002600,5124212.0,5020712.0,103500.0
CQQQ,002841,489715.0,480615.0,9100.0
CQQQ,002916,468074.0,458574.0,9500.0
CQQQ,002938,1607065.0,1574565.0,32500.0
