ticker,Total_Shares,ETF_Count,Holding_ETFs
TSHA,20388022.0,7,"IWC微盘股, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI, IWC微型股"
GNW,20375400.0,9,"XJR标普小型股, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值, IJS小型股600价值, IAK美国保险"
TSM,20021025.0,9,"BAI创新与科技, SMH 半导体, EMC新兴市场消费品, XNTK科技, DECO数字资产生态系统, SOXX 半导体, 人工智能与科技AIQ, CHPXAI 半导体&量子, TEKX变革性科技加速器"
TJX,19858611.0,13,"QUAL美国质量因子, EGLE标普 500®美国营收领先, xrt零售, trud可选消费品, MTUM美国动量因子, 消费电子_非必需XLY, EUSA美国等权重, KRMA有意识企业, MILN千禧一代消费者, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动, LGLV美国大盘低波动率指数"
UUUU,19752599.0,6,"IWC微盘股, IWN罗素 2000 价值, nlr铀和核能, IFRA 美国基础设施, IWM罗素小盘股2000指数, IWC微型股"
CRGY,19736589.0,8,"XOP石油天然气, IEO美国天然气勘探与生产, IWN罗素 2000 价值, SPSM小型股, LNGX美国天然气, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
C,19673359.0,10,"VLUE美国价值因子, truf金融, KBE银行, DYNF美国股票因子轮动主动型, MTUM美国动量因子, EUSA美国等权重, KRMA有意识企业, XYLG标普 500备兑看涨期权及成长型, 金融XLF, THRO美国主题轮动"
GILD,19671586.0,16,"EGLE标普 500®美国营收领先, truh医疗保健, QYLG纳斯达克 100®备兑看涨期权及成长型, DYNF美国股票因子轮动主动型, GNOM基因组学与生物技术, QRMI纳斯达克 100®风险管理收益, MTUM美国动量因子, XBI生物科技, EUSA美国等权重, KRMA有意识企业, bbh生物科技, USMV美国最小波动率, 医疗XLV, XYLG标普 500备兑看涨期权及成长型, IBB纳斯达克生物技术, 生物技术XBI"
PGEN,19548148.0,8,"IWC微盘股, IWN罗素 2000 价值, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI, IWC微型股"
HPE,19341334.0,13,"VLUE美国价值因子, 科技XLK, DYNF美国股票因子轮动主动型, TYLG信息技术类备兑看涨期权及成长型, IYW美国科技, trut科技, GXPTMSCI 信息技术, EUSA美国等权重, KRMA有意识企业, IGM拓展科技行业, XYLG标普 500备兑看涨期权及成长型, 人工智能与科技AIQ, CHPXAI 半导体&量子"
FAST,19127030.0,10,"QUAL美国质量因子, EGLE标普 500®美国营收领先, QYLG纳斯达克 100®备兑看涨期权及成长型, QRMI纳斯达克 100®风险管理收益, IYM美国基础材料, EUSA美国等权重, IWP中型成长股, XYLG标普 500备兑看涨期权及成长型, 工业XLI, LGLV美国大盘低波动率指数"
ORCL,19110851.0,20,"EGLE标普 500®美国营收领先, 科技XLK, xsw软件, XSW软件与服务, DYNF美国股票因子轮动主动型, TECB美国科技突破多行业, TYLG信息技术类备兑看涨期权及成长型, ARTY人工智能与科技, XNTK科技, IYW美国科技, trut科技, GXPTMSCI 信息技术, EUSA美国等权重, KRMA有意识企业, USMV美国最小波动率, IGM拓展科技行业, XYLG标普 500备兑看涨期权及成长型, 人工智能与科技AIQ, FLAG标普 500美国市场领导者前 50 强, THRO美国主题轮动"
APH,19022337.0,17,"科技XLK, DYNF美国股票因子轮动主动型, TYLG信息技术类备兑看涨期权及成长型, XNTK科技, IYW美国科技, MTUM美国动量因子, trut科技, GXPTMSCI 信息技术, EUSA美国等权重, KRMA有意识企业, DECO数字资产生态系统, USMV美国最小波动率, IGM拓展科技行业, XYLG标普 500备兑看涨期权及成长型, TEKX变革性科技加速器, THRO美国主题轮动, LGLV美国大盘低波动率指数"
OXY,18912000.0,9,"EGLE标普 500®美国营收领先, XOP石油天然气, VLUE美国价值因子, GXPE能源, EUSA美国等权重, LNGX美国天然气, 能源XLE, IYE美国能源, XYLG标普 500备兑看涨期权及成长型"
KVUE,18754833.0,3,"EUSA美国等权重, 日常消费_必需XLP, XYLG标普 500备兑看涨期权及成长型"
ERAS,18750416.0,7,"IWC微盘股, IWN罗素 2000 价值, XBI生物科技, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI, IWC微型股"
SABR,18657798.0,7,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
PLS,18373710.0,3,"PICK全球金属与采矿, IDRV自驱汽车与科技, SCZ小型股"
V,18306930.0,16,"QUAL美国质量因子, DYLG道琼斯 30®备兑看涨期权及成长型, truf金融, DYNF美国股票因子轮动主动型, TECB美国科技突破多行业, DJIA道琼斯30备兑看涨期权, EUSA美国等权重, KRMA有意识企业, DECO数字资产生态系统, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型, 金融XLF, TEKX变革性科技加速器, IYJ美国工业, THRO美国主题轮动, LGLV美国大盘低波动率指数"
GE,18270437.0,9,"XAR航空航天与国防, DYNF美国股票因子轮动主动型, MTUM美国动量因子, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, 工业XLI, IYJ美国工业, THRO美国主题轮动, ITA 航空航天与国防"
ON,18129425.0,17,"SMH 半导体, VLUE美国价值因子, 科技XLK, xsd半导体, TYLG信息技术类备兑看涨期权及成长型, IYW美国科技, trut科技, 自动驾驶及电动汽车DRIV, GXPTMSCI 信息技术, EUSA美国等权重, HAIL智能出行, XSD半导体, ibot机器人, IGM拓展科技行业, XYLG标普 500备兑看涨期权及成长型, SOXX 半导体, SCZ小型股"
EU,18083541.0,5,"IWC微盘股, IWN罗素 2000 价值, nlr铀和核能, IWM罗素小盘股2000指数, IWC微型股"
SRE,18050088.0,7,"公用事业XLU, EGLE标普 500®美国营收领先, DYNF美国股票因子轮动主动型, EUSA美国等权重, IFRA 美国基础设施, XYLG标普 500备兑看涨期权及成长型, SCZ小型股"
BMY,18029255.0,12,"EGLE标普 500®美国营收领先, truh医疗保健, VLUE美国价值因子, AGNG老龄化人口, GNOM基因组学与生物技术, FLOW美国现金流之王100, EUSA美国等权重, KRMA有意识企业, pph制药, 医疗XLV, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动"
NEM,17966934.0,13,"QUAL美国质量因子, 原材料XLB, VLUE美国价值因子, XME金属与矿业, DYNF美国股票因子轮动主动型, IYM美国基础材料, MTUM美国动量因子, EUSA美国等权重, USMV美国最小波动率, AUAU黄金矿业, XYLG标普 500备兑看涨期权及成长型, ICOP铜及金属矿业, THRO美国主题轮动"
OKE,17924868.0,10,"EGLE标普 500®美国营收领先, GXPE能源, 能源基础设施MLPX, EUSA美国等权重, KRMA有意识企业, LNGX美国天然气, 能源XLE, IYE美国能源, IFRA 美国基础设施, XYLG标普 500备兑看涨期权及成长型"
NXE,17653460.0,1,nlr铀和核能
KDP,17590588.0,7,"EGLE标普 500®美国营收领先, QYLG纳斯达克 100®备兑看涨期权及成长型, QRMI纳斯达克 100®风险管理收益, EUSA美国等权重, 日常消费_必需XLP, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型"
ALLO,17552067.0,5,"IWN罗素 2000 价值, XBI生物科技, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI"
ABT,17484635.0,8,"QUAL美国质量因子, truh医疗保健, EUSA美国等权重, KRMA有意识企业, USMV美国最小波动率, 医疗XLV, XYLG标普 500备兑看涨期权及成长型, LGLV美国大盘低波动率指数"
LAC,17473203.0,3,"PICK全球金属与采矿, emet铜和绿色金属, REMX 稀土_战略金属"
D,17417204.0,9,"公用事业XLU, EGLE标普 500®美国营收领先, VLUE美国价值因子, POWR美国电力基础设施, EUSA美国等权重, USMV美国最小波动率, IFRA 美国基础设施, XYLG标普 500备兑看涨期权及成长型, 美国电器化ZAP"
CLSK,17132195.0,17,"区块链BKCH, xsw软件, SLYG小型股600成长, SQLT美国小型股质量因子, XSW软件与服务, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, DECO数字资产生态系统, node链上经济, IWM罗素小盘股2000指数, IGM拓展科技行业, IJT标普小型股600价值, IJS小型股600价值, TEKX变革性科技加速器, dapp数字化转型"
GOOG,16890710.0,14,"QUAL美国质量因子, truc通信服务, GXPC通信服务, QYLG纳斯达克 100®备兑看涨期权及成长型, DYNF美国股票因子轮动主动型, QRMI纳斯达克 100®风险管理收益, 通信服务XLC, IYW美国科技, MTUM美国动量因子, EUSA美国等权重, USMV美国最小波动率, IGM拓展科技行业, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动"
NKE,16849864.0,9,"QUAL美国质量因子, DYLG道琼斯 30®备兑看涨期权及成长型, trud可选消费品, 消费电子_非必需XLY, DJIA道琼斯30备兑看涨期权, EUSA美国等权重, KRMA有意识企业, MILN千禧一代消费者, XYLG标普 500备兑看涨期权及成长型"
AMC,16789963.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
EQT,16714063.0,11,"EGLE标普 500®美国营收领先, XOP石油天然气, IEO美国天然气勘探与生产, GXPE能源, POWR美国电力基础设施, MTUM美国动量因子, EUSA美国等权重, LNGX美国天然气, 能源XLE, IYE美国能源, XYLG标普 500备兑看涨期权及成长型"
HBAN,16681392.0,8,"EGLE标普 500®美国营收领先, VLUE美国价值因子, truf金融, KBE银行, DYNF美国股票因子轮动主动型, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, 金融XLF"
VLY,16540792.0,4,"KBE银行, IWN罗素 2000 价值, IWM罗素小盘股2000指数, MDYV中型市值价值"
COMP,16511555.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
BGC,16443922.0,8,"SLYG小型股600成长, XJR标普小型股, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
UAMY,16323320.0,8,"IWC微盘股, PICK全球金属与采矿, XME金属与矿业, ISCG小型股成长, IFRA 美国基础设施, IWM罗素小盘股2000指数, REMX 稀土_战略金属, IWC微型股"
OPK,16128223.0,3,"IWN罗素 2000 价值, IWM罗素小盘股2000指数, IBB纳斯达克生物技术"
ALKS,15945991.0,13,"SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, XBI生物科技, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IBB纳斯达克生物技术, 生物技术XBI"
NVTS,15685861.0,8,"IWC微盘股, xsd半导体, IWN罗素 2000 价值, ISCG小型股成长, XSD半导体, IWM罗素小盘股2000指数, IGM拓展科技行业, IWC微型股"
CSX,15681494.0,10,"EGLE标普 500®美国营收领先, VLUE美国价值因子, QYLG纳斯达克 100®备兑看涨期权及成长型, QRMI纳斯达克 100®风险管理收益, EUSA美国等权重, IFRA 美国基础设施, XYLG标普 500备兑看涨期权及成长型, 工业XLI, IYJ美国工业, LGLV美国大盘低波动率指数"
MGR,15622544.0,1,SCZ小型股
SM,15611816.0,9,"XOP石油天然气, IEO美国天然气勘探与生产, IWN罗素 2000 价值, SPSM小型股, LNGX美国天然气, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值, THRO美国主题轮动"
UNIT,15586681.0,10,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, 数据中心及数字基础设施DTCR, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IDGT美国数字基础设施及房地产"
BYND,15535919.0,6,"IWC微盘股, 农业和食品KROP, IWN罗素 2000 价值, IWM罗素小盘股2000指数, KROP农业科技与食品创新, IWC微型股"
BSX,15434529.0,11,"EGLE标普 500®美国营收领先, truh医疗保健, AGNG老龄化人口, DYNF美国股票因子轮动主动型, EUSA美国等权重, KRMA有意识企业, USMV美国最小波动率, 医疗XLV, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动, LGLV美国大盘低波动率指数"
ANET,15408670.0,18,"QUAL美国质量因子, EGLE标普 500®美国营收领先, 科技XLK, TYLG信息技术类备兑看涨期权及成长型, ARTY人工智能与科技, XNTK科技, MTUM美国动量因子, trut科技, GXPTMSCI 信息技术, EUSA美国等权重, KRMA有意识企业, USMV美国最小波动率, IGM拓展科技行业, XYLG标普 500备兑看涨期权及成长型, IDGT美国数字基础设施及房地产, CHPXAI 半导体&量子, FLAG标普 500美国市场领导者前 50 强, THRO美国主题轮动"
RUN,15400477.0,11,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, POWR美国电力基础设施, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, smog低碳能源, CNRG清洁能源, ICLN全球清洁能源"
SLS,15377483.0,7,"IWC微盘股, PICK全球金属与采矿, XBI生物科技, IWM罗素小盘股2000指数, 生物技术XBI, IWC微型股, ICOP铜及金属矿业"
STM,15343744.0,5,"SMH 半导体, HAIL智能出行, ibot机器人, SOXX 半导体, SCZ小型股"
SVC,15307482.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
AUR,15171621.0,8,"xsw软件, IDRV自驱汽车与科技, XSW软件与服务, ISCG小型股成长, HAIL智能出行, IGM拓展科技行业, 人工智能与机器人botz, IYJ美国工业"
UBER,15158338.0,10,"DYNF美国股票因子轮动主动型, genz 数字原生经济, XNTK科技, EUSA美国等权重, HAIL智能出行, MILN千禧一代消费者, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型, 工业XLI, 人工智能与科技AIQ"
NVAX,15138466.0,6,"IWN罗素 2000 价值, TECB美国科技突破多行业, XBI生物科技, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI"
ABBV,15034015.0,15,"EGLE标普 500®美国营收领先, truh医疗保健, AGNG老龄化人口, DYNF美国股票因子轮动主动型, XBI生物科技, EUSA美国等权重, KRMA有意识企业, pph制药, USMV美国最小波动率, 医疗XLV, XYLG标普 500备兑看涨期权及成长型, 生物技术XBI, FLAG标普 500美国市场领导者前 50 强, THRO美国主题轮动, LGLV美国大盘低波动率指数"
JBLU,14994561.0,6,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
SATS,14948224.0,10,"BAI创新与科技, GXPC通信服务, IWN罗素 2000 价值, 通信服务XLC, MTUM美国动量因子, ISCG小型股成长, EUSA美国等权重, IWM罗素小盘股2000指数, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动"
ACAD,14945994.0,13,"AGNG老龄化人口, SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, SPSM小型股, XBI生物科技, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, SCZ小型股, IBB纳斯达克生物技术, 生物技术XBI"
CIFR,14929360.0,13,"IWC微盘股, 区块链BKCH, xsw软件, XSW软件与服务, IWN罗素 2000 价值, ISCG小型股成长, DECO数字资产生态系统, node链上经济, IWM罗素小盘股2000指数, IGM拓展科技行业, TEKX变革性科技加速器, dapp数字化转型, IWC微型股"
ADI,14880886.0,19,"SMH 半导体, 科技XLK, xsd半导体, QYLG纳斯达克 100®备兑看涨期权及成长型, TECB美国科技突破多行业, TYLG信息技术类备兑看涨期权及成长型, QRMI纳斯达克 100®风险管理收益, IYW美国科技, MTUM美国动量因子, trut科技, GXPTMSCI 信息技术, EUSA美国等权重, KRMA有意识企业, XSD半导体, USMV美国最小波动率, ibot机器人, IGM拓展科技行业, XYLG标普 500备兑看涨期权及成长型, SOXX 半导体"
ABSI,14833019.0,7,"IWC微盘股, IWN罗素 2000 价值, XBI生物科技, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI, IWC微型股"
OMC,14812530.0,10,"QUAL美国质量因子, EGLE标普 500®美国营收领先, VLUE美国价值因子, GXPC通信服务, FLOW美国现金流之王100, 通信服务XLC, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动, LGLV美国大盘低波动率指数"
MDLZ,14795419.0,6,"QYLG纳斯达克 100®备兑看涨期权及成长型, QRMI纳斯达克 100®风险管理收益, EUSA美国等权重, 日常消费_必需XLP, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型"
